address,sum_bought,class_bought,txs_bought,sum_sold,class_sold,txs_sold
\xe7cf8fce5e83e07e56e2ebfeb7651f459c47217b,734.45904,500-2.5K,2,734.81568,500-2.5K,2
\xaa634afa9e085f64c100979d8fc40545e644352b,730.087624,500-2.5K,3,0,0,0
\xc897f9b0b27cb4254e75e6763881f7ef70476032,726.4034,500-2.5K,3,950.007,500-2.5K,2
\x780f3308b5eeef72135f2843a90fe64cc0698fbb,702.21985,500-2.5K,6,0,0,0
\xde46215e67d35972f4c880d59969dd08a4c9fa28,690.80443,500-2.5K,4,868.938197,500-2.5K,2
\x5b84cfb2660d510674a8b6ccd01659d2521fd5c1,661.8825,500-2.5K,1,2157.47545,500-2.5K,3
\x8bea8c2f05917b493e1d1747cafff272f9545ea5,658.3875,500-2.5K,1,1301.427,500-2.5K,2
\x86ce032489383ec0564bad2ed868048f0b1030f2,656.32699,500-2.5K,4,4028.798346,2.5K-10K,16
\xa2277f4ae7e6380de426fa334b05d4ceb39f1d47,655.6871,500-2.5K,1,0,0,0
\x6798a4be28e12b6346466f60f7e94c9becbf8fe2,652.953,500-2.5K,1,2593.52670,2.5K-10K,4
\x1da5407a15e082e5f538e1c9f1bf3dcf812d1e15,651.4425,500-2.5K,1,2817.56658,2.5K-10K,4
\x925c8c407f1a3d988a06a45015256e49831a081b,648.474,500-2.5K,1,1150.3024,500-2.5K,1
\x1ded3c31ec30a1c651c7d1eca0f7db3ad76d15ef,648.474,500-2.5K,1,3994.960385,2.5K-10K,5
\x5801db6d8ab5bed09ce1a5be5ce1f3343418b4c3,640.6288,500-2.5K,2,0,0,0
\xb10a6500f4148e16e6bc05a5ea3089fd3d57f157,621.47952,500-2.5K,1,7039.699949410745,2.5K-10K,10
\x8a17ee3fa5107df11bc569482f112b8461c5fef6,616.3319,500-2.5K,1,5295.74367,2.5K-10K,11
\x9d0282c49f309550691dd9d230613815f8245671,615.68496,500-2.5K,1,2617.23409,2.5K-10K,3
\xf83abc519e046c5391d219fabf1a3c87dd5924d3,595.632889,500-2.5K,5,1719.464644,500-2.5K,9
\xfaf6bb8f1a300130fb9dc582dc8363a50841882d,583.270040,500-2.5K,6,34566.657599,10K+,42
\xa2e7002e0ffc42e4228292d67c13a81fdd191870,581.574599,500-2.5K,3,840.88281,500-2.5K,3
\xace32e36e3f0ebf08c793bcf390e42831c5dd449,576.6066,500-2.5K,2,4910.990407,2.5K-10K,15
\xd6f1875bc1b9d0e8bcec7da22a22bdb359082ae7,570.1236,500-2.5K,1,0,0,0
\x25ad2667b19e866109c1a93102b816730a6aec3f,561.642609,500-2.5K,5,572.72334,500-2.5K,2
\x83a448b04de68244c5d888fbbc0fdbccfa220627,545.99021,500-2.5K,4,1364.552,500-2.5K,1
\x14987ba7b4dfdadbde5c4b43089e0c47110cbd97,537.89805,500-2.5K,1,2445.37831,500-2.5K,3
\x5c182c4089770d1d1cf4a2f9adab651ca833b0f7,536.9385,500-2.5K,1,0,0,0
\xe8cd4cb68dd4c79d118368f36d8564f3134c180d,534.037427,500-2.5K,3,10774.0357,10K+,6
\x53e262aa44d9fd193be60ab035c41f97ef4eea2a,527.7402,500-2.5K,1,46580.07695,10K+,15
\x57d82ad14ca9d2d01a9b4842fd87cae48c2274fc,521.5351,500-2.5K,2,2782.6918,2.5K-10K,1
\x1f4dc26f26262fe6431c6ff1bd304affdf600289,519.853016,500-2.5K,5,29524.603505,10K+,69
\x45f233399c7e79b459722053cf96cbe7155b206a,512.289792,500-2.5K,2,0,0,0
\xbcf224cb3771bb32b7a9d49d573375ffa5e29b9d,495.24072,>500,5,768.99832,500-2.5K,4
\x40930039d6c3e8c322e58e6d289245bfa826bfe4,495.15,>500,1,2688.742469,2.5K-10K,6
\x8b88581440bdbfacbbdec0a9e00afa31d31f7656,493.242,>500,1,2858.14648,2.5K-10K,6
\x386465da26f3a6cc68c4c5e95fe37422e1df5afd,489.481468,>500,2,1723.7888,500-2.5K,4
\x53d8adae895d92c4e5a190356a2eae74a75ef774,480.486690,>500,2,28647.844212,10K+,46
\xe784226260d2e0081a9d55cde9384f6f3d8caa99,476.592072,>500,1,434.095,>500,1
\x3347fee5910775b1c4b164d411dc517d7499a68a,451.676,>500,4,8308.90946,2.5K-10K,8
\x013e0a9ac418ca71de2b3b8ae7b67fbd13f2ab4a,443.647,>500,1,0,0,0
\x708621fea6a3e127f775886f4fcc5a7edc6cc736,439.86706,>500,4,307.3789,>500,2
\x22661085082c30ccc826117547f134563cd1ce69,435.5778,>500,2,0,0,0
\x3a07527532785e508587fc1a69394d5cb8c32a2b,430.6258,>500,2,3663.63087,2.5K-10K,21
\x2fc3fd7c06adfc48736122ea33820038cc16dcdb,428.797,>500,1,0,0,0
\xda4c79ccfdcbfa9128b1e328f77e5f9c6ad72a44,422.8588,>500,5,3709.90835,2.5K-10K,3
\x0b335956386168deb1b18b860ef8aab99ad60c28,420.254835,>500,1,0,0,0
\xee836251ee934c3126ac5d9bb29ae9177a6a12e6,418.06569,>500,1,0,0,0
\x9acb177c307fb6df4518f50ea763e988fd30952a,416.48796,>500,1,0,0,0
\xce5ec10bc6ffff3791df0bbec3de2e697fc2ea56,408.93094,>500,3,668.5097,500-2.5K,1
\x177821cbe97b3eb0a20de1fd534bc7160cbcd76e,403.57547,>500,3,9212.2714,2.5K-10K,6
\xb355df7a527f215f51af23396c69094955840e2c,392.68955,>500,2,912.64649,500-2.5K,2
\xef6103de90208f3dface661eadb120cf8075f9d2,392.298,>500,1,0,0,0
\x09d8270a1de38b53df1f47dec27f377ce145115c,376.60690,>500,6,0,0,0
\xf70750a018be5e5279ebc59ae3fecef5e47ce4fd,362.894,>500,1,4339.055059,2.5K-10K,6
\x65331fa9893357a3c0459eabb7866babd69c376f,361.850895,>500,2,2700.569108,2.5K-10K,3
\xac6e453b964714200f353d2b435df5bfd2393d71,359.381050,>500,5,5550.45,2.5K-10K,1
\x45e2feb81bd6630c3b136e489674c8b61170eb22,350.526435,>500,2,3188.16,2.5K-10K,1
\x1be6eb4b0b216e10fb5a2ea72f792ddb0cc70df5,350.31045,>500,2,4971.2697,2.5K-10K,3
\x8c302250f1f5f4a933b7a62b52e998b0a40c3917,343.838,>500,2,0,0,0
\x59c9d046d43b28816393825a3688d93b82bdd625,338.4132,>500,1,0,0,0
\x35bf253f60217abf339e9a01e74bd3eefd683ee5,336.1728,>500,1,0,0,0
\x23ffe77c28e2a3300d90568ff46a9863e33bc2bc,333.012956,>500,3,3935.9756,2.5K-10K,4
\x1e38f714ae87a73bc6e8c18b148841255ab81a3d,329.52752,>500,2,0,0,0
\xab60ec1a43c5fcd24d2ecede83652a8a49cbb6a8,325.95735,>500,4,0,0,0
\x8791c9057566af6f55f18fdbea4465e1b1ee2f8e,320.96159,>500,1,0,0,0
\xe5708cf731516a4322106e4a7c86650af2b6639e,319.504,>500,1,4205.00558,2.5K-10K,6
\xc0c2429b8008b35ded73b53aca235c1d5591c412,311.8824,>500,2,16.2258,>500,1
\xb17f37452ccf77e56062256831d506ed36bd962a,310.932,>500,1,1496.56907,500-2.5K,4
\x4d477f1aabcfc2fc3fc9b802e861c013e0123ad9,309.399462,>500,9,2155.92766,500-2.5K,5
\x643975577485140014d5cb9c776e6d9b4ccee526,303.98248,>500,3,212.905365,>500,2
\xc1ff85c123290878d8fa84bfd123b3c81909fe22,303.7188,>500,2,29.9226,>500,1
\xab6a56ddb7d7060f1ba3b2134f3af9ad551e132e,301.4691,>500,4,406.733648,>500,2
\x03894d4ac41dd6c4c2f524ed4417c90fa46972c6,298.305,>500,1,1221.245,500-2.5K,2
\xc4676e5e99b823e54b3e6c32c8143bb441633eea,296.043,>500,1,1225.131,500-2.5K,2
\x165b59378d463d808cc287ee5af8ef88f6d7714b,273.8921,>500,1,0,0,0
\x45208c10e922d932c0a638e7d8e92307fc73b40b,273.2625,>500,3,648.97736,500-2.5K,3
\x416365993481e52e0472e7417656276d4e147a00,271.233613,>500,3,3124.01721,2.5K-10K,9
\xec561dd73346f761d1c09f46999bc8ea1b1e95a2,267.76394,>500,2,1531.204043,500-2.5K,6
\xc46ff23764eee6293e94420342bba6e885f9deaf,256.27096,>500,1,0,0,0
\xd74aec3555965b70204a2f07f5626509fd2134d7,253.83132,>500,3,192.8074,>500,2
\x7c7fb6846e7633342eeef5bd236b54dd511dac30,249.8472,>500,1,0,0,0
\xf78f2bba5ea14419ff7cb5e68d192cd214ec049e,249.5792,>500,1,283.38524,>500,1
\xd8e00f98f69bc17c003b310a1a5d6e07746ee093,247.20048,>500,1,0,0,0
\xb112aac0ae15914ec7c6525147133c402614f12a,246.05735,>500,1,434.278,>500,1
\x603f9f25ea89f465e36e2e9a9eb13289f0e7dae8,238.645,>500,2,2498.349088,500-2.5K,7
\x3f3a2cc56fc928712bc800e82b5ae3179ce550e2,235.2603,>500,1,16184.724946,10K+,65
\x38430336153468dcf36af5cea7d6bc472425633a,233.2035,>500,1,0,0,0
\xa38f82506c3ab79816d625ad286574133fc6f4e9,231.6522,>500,1,7607.5339,2.5K-10K,5
\xc76f211da977b4ec540c121a74eb811822fcb473,228.25344,>500,1,238.7376,>500,1
\x706d961ab69d54a0fcbaa13e77842279a5724139,221.89824,>500,1,139.4274,>500,1
\xad9083c6cadc572988efb604a87e86f8de205bdc,219.8187,>500,2,18903.675,10K+,1
\x0aa5973f2614dccfbe53c8273da22502d7e4fbd5,217.21835,>500,2,0,0,0
\x8d292bd248f8f756ff5aaabacda9d465bceae6c3,206.4566,>500,1,12365.990809,10K+,12
\x541ffd67537185cb4abc2b028795c2bf4ac6c45f,195.530126,>500,2,193.1284,>500,2
\xb89b619e3f6c35019d4be83e92e99e809af8ecb3,191.228,>500,1,0,0,0
\x1cb00ec6262f6262ed88cf96327fa137fc7af09e,189.510716,>500,2,189.598976,>500,2
\x62f304b281b05434f1cfdd909dfd318fc443ff5e,188.599992,>500,1,0,0,0
\x3d21a58408c47dd4631da17d1c492d06acfef085,184.76864,>500,2,0,0,0
\x00ee80c322d6e956d2629a73223605bbda946f2d,182.339385,>500,2,10385.018854,10K+,8
\xfb8e459eb57271c1bbbe502d6d287cac9603777a,179.72757,>500,1,2101.020,500-2.5K,3
\x06a6e2c10f21ad2aa84b404fbdd4d0121e9a277e,177.57495,>500,1,6854.641770,2.5K-10K,10
\xaa6444dbaf86f16b894ef29d2fddff7ab7cfcd43,176.8915,>500,1,0,0,0
\x1a27881e041737bc7ef5c616a8af08ec7e51db40,174.937264,>500,1,215.1422,>500,1
\xbf83edba541786fe221beb20c81d2fefe5cfee2b,172.8105,>500,1,0,0,0
\xc5d20b24c40a4d8489af847efd2efd12edf5b158,171.332,>500,1,0,0,0
\xd7d68213f244517ee0d83400ba0f2f0cf670ca19,170.75467,>500,2,578.58042,500-2.5K,6
\x3511748c00b6b2dd9f77c1141cec9c0bd7ada5be,168.80598,>500,1,585.71,500-2.5K,1
\x99d6d24012361620bfa1a3f16d4e745066fc7c69,164.78559,>500,1,167.980311,>500,2
\x527c6a63840bad5a1c18d61685c2a7a62735ee9f,163.087509,>500,8,1.75986,>500,1
\xccc93c66c6e80bf3d68bc63f546cbb42ab4895d6,162.556868,>500,1,0,0,0
\x11d0b9058104247be40744b1e5a708fc0ae8f7cc,162.08166,>500,1,2135.785822,500-2.5K,4
\x42acf5773af88b0e49f413e10edf9bcef93c3805,161.5545,>500,1,132.96505,>500,1
\xc03410624c083468d97df3c56f56033a8d111680,160.81278,>500,3,0,0,0
\xf23a9799fe0011acb4326306a539b88644ac19a2,159.6805,>500,3,0,0,0
\x696d181a7961ee66c42f1ebeddc0b48b106c45ad,158.4270,>500,2,4845.2058,2.5K-10K,7
\xf935861a8b8cc6867eeb463d97b501c69d177092,155.26128,>500,1,326.34009,>500,2
\x6c99c45b39d1cddb61b272798ea1da2cdac9bcc8,154.8685,>500,1,0,0,0
\xd3c8a21abddfab10c4e24c148da6e5937e81d1ce,154.823,>500,1,0,0,0
\x6d43545c5b0fe5b0afcf4a01a16948038b0ce228,154.069608,>500,1,1093.668405,500-2.5K,2
\x536ad1fd0516cc166ca03996d7530c8cdd64ed77,148.39215,>500,2,422.49341,>500,3
\x4fa4167b3c94a80416bbc768fb919bf3ace9f8c2,143.15212,>500,7,528.5732,500-2.5K,2
\xb2e5abaa7ccb1228d9a8f63e8442a94f4112bd0b,142.84616,>500,2,0,0,0
\xb197bcfd992ed6c07effe2ad662d63706bf10762,140.0026,>500,2,130.4144,>500,1
\x1d5340448b8eb32b1fef1e263755c1ca8bf6a05a,138.910926,>500,2,0,0,0
\x5b8970a3cf1136f09957c7ccd9b42edd3c0153ab,134.9930,>500,3,0,0,0
\xfd958503c1d12b2f9d5f4ba67eab8a604bd0cb67,134.9185,>500,2,0,0,0
\xc5ba2b86292a73830cfe7619f24f4fcab66e398b,132.96505,>500,1,129.5564,>500,1
\x6c85553e86609ba71f646bfdc506d65981a4a2d9,131.99356,>500,2,1331.30330,500-2.5K,7
\x9a3aa8a638f8e67ff73ce671ac49bc3d2eb69538,131.1525,>500,2,4685.2666,2.5K-10K,2
\xf81d02a2797afd51c71225b07076f87b29bca025,130.5652,>500,1,190.054885,>500,3
\x3420c19bcd121e6febcc20fd502b14a71c2f857b,130.4144,>500,1,212.6410,>500,2
\xce9cc2efb00a730009346b173045dba73fd3327c,129.5564,>500,1,109.9968,>500,1
\x8077008a7758e33bd84a8d6c74989de036587f8b,127.94597,>500,4,16.772693,>500,3
\xe58c140284021e51024ed4196c1593628567bb6b,127.8612,>500,1,2253.933876,500-2.5K,7
\x6b07d4ace5bc9a690fda9ddeb5a0f131fda0b257,127.82055,>500,2,519.82662,500-2.5K,3
\x0aebe55030c3c578605a75e0fe1514ffa5ffd7fd,127.6725,>500,1,1526.466,500-2.5K,1
\xacf5f0cc710a0b913c2eb58e3d2d84f388ab0bdd,124.7659,>500,3,0,0,0
\x76a81325e0bdc64d5f1e28ecf8f6881cbe32cd20,123.64266,>500,1,772.429791,500-2.5K,6
\xab7b49bacd43bd4cfa41433d477f690bb9e1fb26,123.469988906457,>500,2,161.182,>500,1
\xdab3c37107f240ef43b820780d3293c61e0a3e77,121.84147,>500,2,0,0,0
\x99f48381512caf3b8d274287103e41bf1bfa9870,121.3776555467695,>500,3,98.30889,>500,3
\xa6317a32bc3628f9a9a6e29e1bc056752a466087,119.363068,>500,4,0,0,0
\x714b831eb02fe854283219b2b9f1c6951f46dcb9,115.4649,>500,1,0,0,0
\xb471f3bf049b06598411f059ccf716c883801f69,114.01155,>500,1,111.6176,>500,1
\x823948435ce93d196d6649ef6ed9d96aa74ba7ab,113.45625,>500,1,112.18,>500,1
\x374d410f0edf510562aed617e8de0a47baf5cd60,112.18,>500,1,21379.8179,10K+,3
\x57abaf36d6d09bdf1212b1bf375e80f16dc212e5,111.6176,>500,1,127.6725,>500,1
\xdf23d6fd44249716a515bdddc81b82c18b915345,110.88386,>500,1,110.87128,>500,1
\xe6318ac14dc1235e01af21d354088118e15783ba,110.87128,>500,1,111.10826,>500,1
\x48f73a47f17a374ba42253c665bd8389f2efdd31,109.9968,>500,1,107.80077,>500,1
\x4776e089cdbd63d11902517b42f53b0c08dbbb61,109.82646,>500,1,0,0,0
\x15446371fe06e86fcd27b1f567491a3eee9c238e,107.80077,>500,1,110.88386,>500,1
\x265c328bf0cad7f6fcddd375a4c02754963e3a2e,106.515,>500,1,0,0,0
\x7eb315df9df153fa9b5eb6c66cc08a59b074d858,104.84958,>500,1,1795.5028,500-2.5K,2
\xa8293dd8eb52564a35b8357a539146321b934153,104.79665,>500,2,135.25263,>500,3
\x0dfb596b2b071c581fce96ef2299ce4f7dd4a842,104.22569,>500,1,104.15599,>500,1
\x61a5a1f7101c83e61f8f4746d5bf36253d8a4085,104.19084,>500,1,103.50573,>500,1
\xf1bc6674b2ca160361f73037a544f5173ad639aa,103.64554,>500,1,103.57994,>500,1
\x7754788ac133606139d4113f7fb8217110cc1d13,101.86931822,>500,2,0,0,0
\x73084e4338a64d73180d039fae40a0e92b105f35,101.6608755,>500,26,3556.41416339197,2.5K-10K,113
\x0ec34c4ce8ecae920f3c62a1f3b6ee3b8c14a20b,100.9892,>500,1,100.64,>500,1
\xf0c0d3a039f7d61b03208b431c836c12f5d3e10d,100.9824,>500,1,100.7752,>500,1
\xc9cd6316894870248c51a9496d9cacb159f89238,100.9824,>500,1,201.9568,>500,2
\xf9b3c583de855a7fb290eb248c39da5dff4aea08,100.7752,>500,1,100.7752,>500,1
\x52279c47c6d504636f3a5469e8c5c9933cfa6420,100.7752,>500,1,100.7692,>500,1
\x49a1a06e90cc1b80f005000da8c9cad57dc659ea,100.7692,>500,1,100.7692,>500,1
\x165842f312afac412c0e501050a908bf11a0c224,100.7692,>500,1,100.7692,>500,1
\xc49bf165b98a4102862ff607ae60f9675b156ac3,100.7692,>500,1,100.9892,>500,1
\xc34ba57cf09648d1bcee7428ae9cc7e9ae7410c8,100.7688,>500,1,100.7144,>500,1
\x40b217b7bd9db65c58b7eea33b6b20879b1b3b16,100.7144,>500,1,100.6608,>500,1
\x6868ca9a013d8765864b6a41da4bcb988dd99675,100.6608,>500,1,100.6596,>500,1
\xa82d931a61804fba200f325912a2ef7a536b46d1,100.6596,>500,1,100.4632,>500,1
\xf1839e02962c4ff2830c1a211da5f492ad83fe4f,100.6596,>500,1,100.6596,>500,1
\x02cb44df23e2a5840eef59dbed570aad6401d3fa,100.64,>500,1,100.7688,>500,1
\x97976c252888c174f66c618dbec6a03bb613e8c7,100.64,>500,1,100.64,>500,1
\x9330ad6e8bb144c776b7b2c2cbab1c8f71ff1ff1,99.954597,>500,4,0,0,0
\x00ad3d4cc099be937879451698c673cbd5c3cefc,98.56476,>500,1,10344.6916,10K+,5
\xf3f3d96ad5b8554ab4c5b45a0e1d5111e95671b4,98.29253,>500,1,79.2848,>500,1
\xa297a06221ab3c846354e7fb1b37eb5da06bda21,97.3149,>500,1,303.607,>500,1
\x60c1a749c390d2e18ff84ebc17c74a28fac0c6c9,96.900977,>500,2,0,0,0
\x1d8e302e451b6698f000809dcb7f51ae4b708936,95.6775,>500,2,0,0,0
\x1775cc97e5c05fde8b571ef75ca52d0a9ff19025,94.6944,>500,1,12054.736714,10K+,14
\x0482d6bf3b83470ee4ee87c20a98d38249138e1b,93.834873,>500,3,0,0,0
\xcd75942b66c1a82d7e04f65a34ce7f93791fa8a8,92.074,>500,1,207.0033,>500,2
\x8d2a9f5e630bbc008ffbc80b695afce1af79cd5e,89.014618,>500,3,0,0,0
\xf61d9810c2d045a1d73bd63e50dc246ebde62b79,88.458656,>500,2,88.704086,>500,2
\xca9a335d08a6e3ac6947f7c8f06ff1acaa5adc87,87.92618,>500,2,242.364888,>500,7
\x721c7fffe9ac426a028e616677811f755fa99eba,87.67436,>500,2,2276.52,500-2.5K,1
\x1c3be20a226333e26833618b96e9d10aa741da6e,86.848835,>500,1,39.38337,>500,1
\x514b6de6739da6f5277775ee144e633dd212bcf7,85.5228,>500,1,0,0,0
\x8d851bd5fb967941181fc48faf6ba9ebac04de78,83.9594,>500,2,12.1964,>500,1
\x66fda6b697155fad61694713f4d6b0c02736e2a3,80.72324,>500,1,9.7926,>500,1
\x871796b6fc784bc50606ad16c8099aa9496eed10,79.2848,>500,1,98.29253,>500,1
\x2b1c66f6d779b6da734d67255be2c54db2e18977,77.738874,>500,2,5.16714,>500,1
\xb8a9c37240e8b72f42a88f1099e6c61dc3e96756,73.4568,>500,1,48.9574,>500,1
\x3eb72a65f9322d3f30167cff9fc9fcbb23d61cfd,69.938314,>500,2,601.2349,500-2.5K,2
\xa2c943092a8d2205721ba21c842cb94c40cb5215,69.8869,>500,3,0,0,0
\x64b5f9dd6f23269b966a4c3717e150a6dd264851,68.7723,>500,1,68.7723,>500,1
\x19c04ca80c4168ea8ab469a0766a858d7172b320,66.08775,>500,1,0,0,0
\xb49c54edfe1cfe5ac83e74b179474f6224d0763f,65.871071,>500,2,0.464445,>500,1
\xd2abd7a3333395a1ed7e54c67edf43ef934033a1,65.274985,>500,1,5197.85129,2.5K-10K,5
\x44e2f285f26bf65b5396873dd25b8d82a63e5546,62.4732,>500,1,174.229,>500,1
\x9fea4c4e7d5f237053df5b5664b006ad2c2093a3,62.4708,>500,1,7868.861064,2.5K-10K,5
\xcb630c28658d8b4f0509d628d8d947e6f95ea20a,62.16292,>500,2,0,0,0
\x6c13fc8ef50144a21702415d57ece0a09879fcfb,62.153386,>500,3,0,0,0
\xc94fbca51171b7caeb6ab632bc0a355249d7719d,61.51421,>500,1,0,0,0
\x15b56359a31b7a7dd51da0de9315142da3b0c4a5,56.2908,>500,1,56.2908,>500,1
\x25b65e29930d163e93cb6a6a9d3a37cb58640f06,56.2389,>500,1,56.1204,>500,1
\x16ed466b1202db268d545ee2f7202b68f0fb35d3,54.15246,>500,1,0,0,0
\x3ce1e7a2b491dd5e545bca1a480ed1084712798f,54.0635,>500,1,0,0,0
\x13389316c576c3e7c9288c1c8f4929c470fa772c,53.943743,>500,1,0,0,0
\x5ba0edfce3208250e6445c7ae875aec8502e6292,52.51237,>500,2,4554.2629,2.5K-10K,6
\xe8e83ddfc373bbbd22edf5a80a30ec7ded8f2b47,51.457821,>500,1,100.92096,>500,1
\x00df99e12315cac90f49527b07d753b7fe9faccd,51.230964,>500,1,0,0,0
\xcd5c1bb777c937d993bc5e16e48b1669becc77aa,48.9574,>500,1,73.4568,>500,1
\xcf0fb4d249b8c2f17dd805ac2b6f28ffc3d0049c,48.62109,>500,1,1189.82850,500-2.5K,10
\xfcba0693fc16dcb2a4e8fa7ed3da31f5296993e4,46.884642,>500,2,14981.294109,10K+,9
\x463d49199abc1def3fe7dbccec5a73f668bf5fb1,46.80537,>500,2,4.24364,>500,1
\x49e53fb3d5bf1532febad88a1979e33a94844d1d,45.13375,>500,1,18019.56623996,10K+,18
\x3c6788be1c8c23f6c8229de295dff3785e85b348,42.92765,>500,2,13874.135716,10K+,28
\xee7f85b62642b9e2c5687790b5b4df9fc7f7442f,42.6624,>500,1,596.8468,500-2.5K,3
\xa495893ceb72ae222d1e34d2dc1872b83c47d5fa,41.2495,>500,1,0,0,0
\xb9050dd2286e1eb806921ffbf162231d5ae97d64,41.0688,>500,1,0,0,0
\x80407bbc071c34ab9ad0683c74903aba676775d7,39.32944,>500,1,0,0,0
\xe12e1354ce5b1b9f34fbdfb9a1d5c202ba772a8b,37.763341,>500,1,0,0,0
\x059b254553bb97ca61a99c2bbdbefb594aa94365,37.11248,>500,1,15.498219,>500,1
\x9155881a99c41620edfc889e18ec180cdd567bc6,36.919384,>500,2,605.7848,500-2.5K,1
\x27a5eb30e2c9526bd13af15ff0819915dfd0bf66,35.967,>500,1,0,0,0
\xf48aad72890060f020c2158006885babfc3b9c77,34.204014,>500,1,0,0,0
\x459da68fbf9e09c30ccdaacc377da70f4ea7bd27,34.151,>500,2,0,0,0
\x54e6627177165aa7b6f31752c744c306fac993db,33.419575,>500,4,96.43413,>500,9
\xd48a9bd19d0b9dc2183be55cd743d8758f781a45,33.0144,>500,1,0.350379,>500,1
\x107a6578ab250f79f9763fc825e8d6cab0d33c6a,32.91672,>500,1,0,0,0
\x62c7db69210cb72fe1f8966c87131e9c0abf7ce7,32.75226,>500,1,0,0,0
\x9a5cdc551713f81849367f65446a054c7c02079b,31.8529,>500,1,60.664,>500,1
\x754bdb78a3c01afc52f96f1982d04bc181ab0c73,31.803,>500,1,478.911527,>500,12
\xbbb76fadda3aee3ca50ff13a03a102985e591d6f,31.3902,>500,1,100.78629,>500,1
\x081ab2fa7f8f4d9e89f017ca1195b0cc75245aee,30.530814,>500,1,14073.692754,10K+,20
\x9ba6baa919bac9acd901df3bfde848fe006d3cae,30.290072,>500,3,385.55748,>500,1
\x16aa252fc8a60187e7f52a2f0f2292914f65caa3,30.23895,>500,1,198.57768,>500,1
\x7773a2ee2461226000646112331ff43315f1e055,29.639388,>500,7,242.70825,>500,2
\xa93f416e8452b131a3b5f235be8790af2b3fec57,28.39632,>500,1,0,0,0
\x48a49bc007416c066bbf0b1e2be277919338f722,27.86841,>500,1,102.3414,>500,1
\x7d1d27469437970400597980be4bb5e84976efcd,27.34905,>500,1,0,0,0
\x5b78f06123ee99dc8b21d4e1ef51afe08059d5ec,26.908884,>500,1,582.62661284,500-2.5K,33
\x300871c1c6024f8f9a7afe3bf22f3d538c8b96ae,24.8384,>500,1,6.20786,>500,1
\x77a80028a50a7504604646ee51586a721f52f07c,24.723657,>500,1,2666.52509,2.5K-10K,2
\xd8263b8b277c7df352f1851923125a07a6982540,23.4144,>500,1,0,0,0
\x60c8eed11cccab1e6d75a825dd9f36d85d855c53,23.0529,>500,2,0,0,0
\x78a6ea0a3a1bc525a2d1a703a1eda7e83d030ea0,22.638,>500,1,0,0,0
\xd43de4138422ad09890203c2e82624715350b784,22.4191,>500,1,11.1315,>500,1
\x8e5c2f736a2df4e2759b56e9c2f1512b18c5f33f,21.23225,>500,1,69.62865,>500,1
\x15d693444abd97710437de8b9bc271137994cf5e,21.18837,>500,1,1933.9247,500-2.5K,3
\xaba1aa0cf3755ed43fe6acaf24abce6c26496322,19.47935,>500,3,1040.5711,500-2.5K,2
\x136d54e730ad568cf49f8d7b8d36e1b079f37e1e,19.204,>500,1,0,0,0
\xb141803cad1cd0dffd9c84baf688c10c25f3a573,18.953528,>500,1,191.729265,>500,1
\x5f4ef5c539a56291665fcca4e6b7a6446ad11cc1,18.667585,>500,2,2594.89852,2.5K-10K,8
\xddf920f9ea110e1a8030c4015d17291c7befc079,18.6246,>500,1,2.6115,>500,1
\x03a5bdbd5a37ee782e9203811d227342c3fcfb73,18.60869,>500,2,101.3144,>500,1
\xa1e2421a68f0208b75acb0014a69e89b1f7492ea,18.5055,>500,1,0,0,0
\x45452d8508356dc9619f23eab6932b4aab1946e6,18.386,>500,1,191.228,>500,1
\x543f1c2e2d5f45456a0135bbebcc73f4e67a26ce,17.879359313479,>500,3,32.91672,>500,1
\x3a09b783e8e3e0888b24d689a23e0f6b69aa2bba,17.34723,>500,1,0,0,0
\xb2e329441e4b2ff384ba1c3aedca67ef2a1131b0,16.53416,>500,1,0,0,0
\xa186fa35ccde3b23c8a0582363010e2e07f2fc22,16.1625600485798,>500,4,8.38992,>500,1
\x5a81868992ffcf4200a85972c60151690af39006,16.045926,>500,1,132.56512,>500,1
\x7f7bac92aa3e28351f9e89535ca334e8a44542d0,15.85345,>500,1,2089.96,500-2.5K,1
\x1c85d6ae1336d0e4e3f165bbfa9641bfa04cedb1,15.846225,>500,1,871.366,500-2.5K,1
\xc1aea877366970c930ecc411b770ca8f3a66c527,15.72545,>500,1,19.51488,>500,2
\x8a5847fd0e592b058c026c5fdc322aee834b87f5,15.70165,>500,1,748.9287,500-2.5K,1
\xafde46e61d89e564cd3200cb2e32d6ace5c77f53,14.7407,>500,1,15.8569,>500,1
\xbf37a2f4f1eafe152e8336465cfaad1fda44b588,14.046339,>500,2,221.030909,>500,9
\x4d3875545893e21bae6f1e0ab137cc2d9451bfcc,13.58135,>500,1,544.63065,500-2.5K,1
\x0bd55d236eecbdaf01d2c79253da0aeb3488af02,13.23765,>500,1,0,0,0
\xc58d054217281e665412c45271319bf951f4fb2c,13.05652,>500,1,195.91918,>500,1
\x7ffc460cea6f22f598b6e02f1c9b1e197a597b19,12.95658,>500,1,0,0,0
\xf226018b76f2f7cb45ad5829a7eedd4214580a3f,12.660065,>500,1,111.05233,>500,2
\x11e9df05c3a5adc42c7bfae4f0360b4e2423f29b,12.24964,>500,1,0,0,0
\x842fcd1d99c0c3469022a51685dada5afa91a4e2,11.662255,>500,1,0,0,0
\x0df58d7d446867137824975d95b2d3235f5d3955,11.547975,>500,1,0,0,0
