from,weekly_txs
\x004bac9f45af6848ffbdf0dec8f47023ccd7a138,3.5000000000000000
\x00a73c4e596bec4c4068a9152da71e45480b5450,1.00000000000000000000
\x00ad3d4cc099be937879451698c673cbd5c3cefc,7.1000000000000000
\x00af158367a6fcdb1a367f6d503e05799f340881,2.6000000000000000
\x00de3a8bdee6e682c3509d66a947d05a8ca797af,3.5000000000000000
\x00df99e12315cac90f49527b07d753b7fe9faccd,2.0000000000000000
\x00ee80c322d6e956d2629a73223605bbda946f2d,12.0000000000000000
\x010e3a3a9aaf3d8ee76b26d154f8c16c970f477e,3.0000000000000000
\x0111dcc6fc2df10b1145fdcfed2bcf1b1c00de91,10.8000000000000000
\x013e0a9ac418ca71de2b3b8ae7b67fbd13f2ab4a,4.0000000000000000
\x014607f2d6477badd9d74bf2c5d6356e29a9b957,11.0769230769230769
\x015fc0f9a30b6353b6ea191d7c4ba6c8aade92d7,2.6666666666666667
\x01623c98f9651095d600f2ecb45dfa1072fc9589,1.6000000000000000
\x016d4da7c7cd614cd50149a373873ff090b9782e,2.1666666666666667
\x016e9e2497544790d71411911b187cbd26b43458,3.0000000000000000
\x01b7baa7baa864fef3cd1c7bc118cc97cedcb33f,6.0000000000000000
\x01f653058536d36bac0b16b90075f1f2acd83f4f,2.2000000000000000
\x0211cc3e0a76e7638b6d2f540b444d313448eb91,1.00000000000000000000
\x0229a3d4fab214ac8ae4fe6a5bb1b7279592ac9d,4.0833333333333333
\x0299cb22804ccda6eb64b5c891de04d9f526cccb,5.3333333333333333
\x02bf4268c84ce1306d1e2af3c2f54d2b3214658e,2.7500000000000000
\x02cb44df23e2a5840eef59dbed570aad6401d3fa,3.0000000000000000
\x030e691d39e2dda9ffb32de5f49fdbf9f590ef00,7.5714285714285714
\x0327344015c02e55ce6f13f90cc132da5d98cd52,2.0000000000000000
\x03894d4ac41dd6c4c2f524ed4417c90fa46972c6,8.4166666666666667
\x039c7320956110b7e9e350d382a354d6ace8d2c0,2.2000000000000000
\x03a5bdbd5a37ee782e9203811d227342c3fcfb73,2.9000000000000000
\x03f9bb84628bd284686819a5ba7ab5c0193145e6,2.6666666666666667
\x0411c92f02c35dcf4ce18dd23b314e0fb5e5119f,3.0000000000000000
\x04386ac720b8204c01bd23497f4a63e2b209259a,3.0000000000000000
\x046d749b3cf095dc2bcf9a82a9de43966b29cf49,10.5000000000000000
\x0482d6bf3b83470ee4ee87c20a98d38249138e1b,4.8000000000000000
\x048cfe86325ecb012e4cc05495683e229eaca7ad,7.0000000000000000
\x04a6b171582bf89567aa91780db5ad2479fc383c,6.0000000000000000
\x04e143012ddcd4da17c439992614f51d4f2d367d,3.3333333333333333
\x04e96cdcfbcce8c972c5f976117784933e0cc6af,2.3333333333333333
\x053cd8b1c0b52ffe500807739e79cd5efe4eb00d,2.3333333333333333
\x059b254553bb97ca61a99c2bbdbefb594aa94365,5.4000000000000000
\x060bbb0bcc744293a1e7df8dd7cc2ec81951bf94,2.5714285714285714
\x0690adc3dea3dd819064c60f9eecc22e60991f2c,1.6666666666666667
\x06a6e2c10f21ad2aa84b404fbdd4d0121e9a277e,4.1428571428571429
\x06ac46a081e02b3a8d4dad50b62e90acaea23a95,3.6666666666666667
\x06b1e90baf9afd6f557b19251a5fce3a0c41b292,2.0000000000000000
\x06c4865ab16c9c760622f19a313a2e637e2e66a2,8.4000000000000000
\x0701659bfcb032a8e28aa274bff0834be02416dd,2.0000000000000000
\x07b3e12359a738171e2872f4db665fe91bcbadbe,3.0000000000000000
\x081ab2fa7f8f4d9e89f017ca1195b0cc75245aee,11.0000000000000000
\x0826356b18b80164fdd05a390bbd66d5f14c90b6,3.0000000000000000
\x085a4e5bc9bda92b66e775d48b827c8908f676b4,5.0000000000000000
\x08896945c5bd65cc8c216e7efd6969b9cc306ed5,1.8333333333333333
\x08a2615cf81852d6e31b6eeb7c3d3b613be8ab99,3.8333333333333333
\x08b7ab9bbc3a07cf7f75b4acec5b536b7e040cfc,6.0000000000000000
\x08db79911bb3215ca7406e2b4df23348ea33915a,3.3750000000000000
\x08fb5797b3d751d022736f6df6006a39c049c2c6,2.7500000000000000
\x0935b870a027861bee3cc0b2ef24f5d194aed16a,1.5000000000000000
\x094e4b82a5722271546cca99c8c351bd840669ae,20.1538461538461538
\x099c50bee65eecdcd209c38f1207fc334ea5eab1,1.5000000000000000
\x09d8270a1de38b53df1f47dec27f377ce145115c,1.4000000000000000
\x09f02da0a216e9284c28a1e6c04ae2315196eb3b,4.6666666666666667
\x0a347720a175ae6d6aa4652871441d6f95a6de0c,3.6666666666666667
\x0a3b4905b0a7bd42645c8f0bda9f3bc213f09610,1.5000000000000000
\x0a732f1b8940b380fa6ccbdedbc0f51268199b59,2.0000000000000000
\x0a771437ee59dcd30429dda71a1a011db8957bd1,7.7000000000000000
\x0aa3dceb1e65b8f7d3a58bed68054b1c81585002,4.7777777777777778
\x0aa5973f2614dccfbe53c8273da22502d7e4fbd5,2.8571428571428571
\x0aa81491a03e86debc6a543660966196e83bec30,3.3333333333333333
\x0ab7417e57ef50c6c63d0020ec22ab64fc603f00,3.0000000000000000
\x0aebe55030c3c578605a75e0fe1514ffa5ffd7fd,5.0000000000000000
\x0b0498e4fb7817358fee5b20501db0ce7e40ba36,1.7500000000000000
\x0b327f80ae48fe919b91b8460cac87be0d875673,3.0000000000000000
\x0b335956386168deb1b18b860ef8aab99ad60c28,2.8333333333333333
\x0ba43bae4613e03492e4c17af3b014b6c3202b9d,5.0000000000000000
\x0ba44788377bf31e563e4a89057a5fee0c2ac5b8,2.8571428571428571
\x0bd55d236eecbdaf01d2c79253da0aeb3488af02,2.6250000000000000
\x0bd812cf2073d7c1371a974245a135503410766e,7.8750000000000000
\x0bebe2165de412e7925ab8352e36f3b0493dd3b9,7.0000000000000000
\x0bf748d20cae6823e0da16a72886b2b90c408a61,8.5000000000000000
\x0bfadb6d346c7b28cdba26fc73e722b1c5dc144f,2.0000000000000000
\x0c0057af75d6fcb35566621e8639ba06755c4c29,27.8461538461538462
\x0c387030a5d3acdcde1a8ddaf26df31bbc1ce763,7.4545454545454545
\x0c399a9ddd1823aeb29feff3d061095ba6df0533,4.5000000000000000
\x0c5babf16b3d6b265127b510d8700ce9b4247e20,3.6666666666666667
\x0c9bc432c1b470282ca284bd31edcfce9af2d733,4.2000000000000000
\x0cf30daf2fb962ed1d5d19c97f5f6651f3b691c1,4.5555555555555556
\x0d75363981488f3376fdce70fb5a6dd47c1ed935,1.2500000000000000
\x0da9cad19070e287498fe72c3c9ed657db79de1d,6.9090909090909091
\x0dbb0cff7c9515fc56d352ee37aeeefdf43b25fe,6.0000000000000000
